역명,위도,경도,총승객수
중곡보건지소,37.55953058,127.0870747,103.25
중곡동종점,37.56207257,127.0870619,266.49074074074076
행운슈퍼앞,37.53306994,127.0870462,174.27777777777777
행운슈퍼앞,37.53295012,127.0870099,213.08333333333334
중곡보건지소,37.55992,127.086988,210.18055555555554
대원고교앞,37.56419922,127.0869681,152.47222222222223
아차산역삼거리,37.55451229,127.086857,211.09722222222223
중곡4동파출소,37.56541945,127.0867703,102.52777777777777
대원고교앞,37.56396603,127.0867086,224.75694444444446
중곡동입구삼거리,37.55449655,127.0865505,287.5324074074074
용암사입구,37.567868,127.0863735,146.35185185185185
구의사거리,37.54581736,127.0863481,194.53571428571428
중곡119안전센터,37.56675676,127.0862442,234.41666666666666
용암사입구,37.56791599,127.0860566,170.33333333333334
자양동잠실대교북단,37.53212015,127.0858514,240.17013888888889
구의사거리,37.54565109,127.085747,235.40740740740742
용곡삼거리,37.5685783,127.0855998,1.709090909090909
용곡삼거리,37.56793345,127.0855902,88.36619718309859
중곡동입구삼거리,37.554926,127.085229,205.45634920634922
구의역4번출구,37.53665431,127.0848371,864.2222222222222
자양동잠실대교북단,37.53295532,127.0848057,247.2962962962963
구의역1번출구,37.536929,127.084791,748.1805555555555
자양하늘채베르아파트앞,37.53197322,127.0846733,277.23333333333335
광진경찰서,37.54308737,127.0846474,237.7722222222222
자양하늘채베르아파트앞,37.53219224,127.084608,423.98148148148147
중곡역.국립정신건강센터,37.56604642,127.0845455,103.75524475524476
광진경찰서앞,37.54234688,127.0843546,386.3611111111111
동서울우편집중국앞,37.535052,127.084333,133.44099378881987
중곡역.국립정신건강센터,37.5662295,127.084325,31.955882352941178
구의사거리.광진소방서앞,37.544998,127.084305,198.74074074074073
광진경찰서,37.54221,127.08424,230.69444444444446
중곡우체국앞,37.56116374,127.0840578,91.91666666666667
구의사거리.광진소방서앞,37.54524958,127.0839777,280.72222222222223
중곡우체국앞,37.561577,127.083883,123.69444444444444
광진경찰서,37.54153366,127.0836883,323.7283950617284
면곡시장앞,37.57108,127.083445,141.80555555555554
광진구청,37.538964,127.083407,345.26234567901236
종합의료복합단지,37.56388824,127.0833601,57.78102189781022
종합의료복합단지,37.564373,127.083307,14.173333333333334
면곡시장앞,37.570795,127.083282,184.92361111111111
광진구청,37.538762,127.083188,321.81481481481484
중곡동성당앞,37.563169,127.082935,121.10416666666667
중곡3동주민센터앞,37.568537,127.082792,179.95833333333334
중곡3동주민센터앞,37.56849153,127.0826419,197.72222222222223
성자초등학교앞,37.53151966,127.0825683,466.3333333333333
군자역.용마초등학교,37.55609891,127.0824731,374.4861111111111
자양사거리,37.536933,127.082432,185.73888888888888
중곡동성당,37.562765,127.082402,13.061855670103093
성자초등학교앞,37.53130001,127.0822557,447.1111111111111
용마사거리,37.561856,127.08221,28.77777777777778
자양사거리,37.5367503,127.0821045,134.90555555555557
용마사거리,37.56229075,127.0818721,249.55555555555554
용마초등학교,37.55652793,127.0816967,303.7916666666667
중곡역입구,37.56666,127.081645,163.29861111111111
중곡역입구,37.56634043,127.081615,154.75
군자역.용마초등학교,37.556267,127.081557,456.4404761904762
기업은행.용마사거리,37.56244604,127.0814331,204.86111111111111
국민은행자양지점앞,37.53157273,127.0814131,408.4513888888889
면곡시장,37.57146241,127.081375,257.5833333333333
용마사거리,37.56275704,127.0812432,156.22222222222223
중곡2동주민센터앞,37.55984027,127.0811552,119.56018518518519
중곡2동주민센터앞,37.55988373,127.0808553,118.68316831683168
중마초등학교.중곡제일골목시장앞,37.565232,127.080851,200.0
중마초등학교.중곡제일골목시장앞,37.56498,127.080843,248.91666666666666
국민은행자양지점앞,37.53153084,127.0807387,372.97222222222223
군자역,37.55787481,127.0800823,407.5833333333333
면곡시장,37.56974605,127.0797293,56.42796610169491
어린이회관,37.545273,127.079592,128.5
중곡1동사거리,37.56245368,127.0794725,172.67592592592592
면곡시장,37.570028,127.079442,78.92156862745098
중곡1동사거리,37.562482,127.079283,140.17592592592592
자양초등학교앞,37.537422,127.079265,112.38888888888889
국민은행자양지점,37.53198601,127.0792388,454.3611111111111
국민은행자양지점,37.532277,127.079026,482.72222222222223
능동사거리.군자역,37.556322,127.07882,291.4611111111111
능동사거리.군자역,37.55517668,127.0786347,203.96913580246914
자양초등학교앞,37.537947,127.078467,118.79545454545455
중곡1동주민센터입구,37.560877,127.078402,108.83333333333333
중곡1동주민센터입구,37.560522,127.078383,112.0925925925926
동곡삼거리,37.563803,127.078265,90.55555555555556
중곡아파트.기점,37.566876,127.078165,180.19444444444446
동곡삼거리,37.563673,127.077955,112.30555555555556
중곡아파트.종점,37.56637898,127.0779156,29.25
중곡아파트,37.56640123,127.0778997,92.21465968586388
메리놀외방선교회,37.55908662,127.0776319,213.07407407407408
메리놀외방선교회,37.55895,127.077338,135.2037037037037
자양미소약국.자양골목시장,37.53275,127.077319,276.68055555555554
중곡아파트,37.56579555,127.077177,68.57843137254902
어린이회관,37.546155,127.077067,284.4583333333333
어린이대공원앞,37.55204586,127.0770315,164.79320987654322
능동교회앞,37.55287399,127.0769927,103.02127659574468
자양1파출소앞,37.53676516,127.0769071,270.6666666666667
자양미소약국.자양골목시장,37.53270034,127.0768713,308.6666666666667
송림식당앞,37.53682211,127.07663,196.55555555555554
자양중학교앞,37.53463538,127.0762758,286.6388888888889
능동우편취급국,37.55616091,127.0760329,102.07407407407408
자양중학교앞,37.53469053,127.0759964,219.33333333333334
군자교입구,37.55874099,127.0756461,371.0451388888889
자양종합복지관앞,37.532469,127.075441,259.52777777777777
어린이대공원앞.세종대학교,37.549752,127.07544,103.70570570570571
군자삼거리,37.55464662,127.0753228,92.75925925925925
군자삼거리,37.55497555,127.0752869,145.7962962962963
군자교,37.56238618,127.0752287,44.68452380952381
어린이대공원역3번출구,37.546807,127.075148,432.0925925925926
건국대학교앞,37.538743,127.075048,250.93055555555554
신자초등학교앞,37.530768,127.074922,143.70833333333334
신자초등학교앞,37.530442,127.074911,243.17361111111111
군자교입구,37.55879373,127.0749003,339.83680555555554
건국대학교앞,37.53844611,127.0748754,304.696261682243
제일은행사거리,37.53355053,127.0747506,182.65277777777777
세종초교앞,37.553868,127.074363,173.75925925925927
어린이대공원역.화양천주교회,37.54662164,127.0736285,173.1435185185185
어린이대공원역.화양천주교회,37.54590439,127.0735882,171.10897435897436
자양우성아파트앞,37.533798,127.073412,183.96296296296296
자양우성아파트앞,37.53394696,127.0734067,207.40740740740742
세종초등학교.세종사이버대학교앞,37.553525,127.073395,280.1759259259259
군자교남단,37.55741097,127.0727879,179.55555555555554
군자교남단,37.557542,127.072438,144.78030303030303
한아름공원,37.543765,127.072222,125.12558139534883
광진광장,37.548002,127.07154,306.7916666666667
광진광장,37.54771517,127.0715209,245.54444444444445
건대병원입구,37.54210848,127.0714728,478.375
자양고교앞,37.53431586,127.0713601,199.17592592592592
군자새마을금고.성동광진위센터,37.55185121,127.0713225,249.59259259259258
송정동건영아파트,37.554752,127.071302,194.8939393939394
건대입구역사거리.건대병원,37.540822,127.071248,444.81410256410254
자양고교앞,37.53457909,127.0711714,182.03703703703704
군자새마을금고앞,37.55135665,127.0710878,226.74074074074073
건대입구역사거리.건대병원,37.540929,127.07095,238.69166666666666
장안초등학교,37.54869231,127.0707548,319.1111111111111
장안초등학교,37.54858,127.070483,203.96296296296296
광진문화예술회관,37.53856525,127.0701692,596.6944444444445
건대로데오거리입구,37.53891929,127.0699258,683.4222222222222
송정동서울숲아이파크,37.55170446,127.0695975,247.704
신양초등학교앞,37.53491182,127.0692877,151.8148148148148
대동아파트앞,37.536419,127.068967,116.47777777777777
신양초등학교앞,37.53523371,127.0689474,112.05555555555556
뚝도변전소앞,37.536091,127.068908,227.91666666666666
서울화양동우체국,37.548113,127.068776,216.4351851851852
화양사거리,37.5483289,127.0686842,341.78472222222223
건대입구역1번출구,37.54089575,127.0681673,174.71296296296296
신양초등학교앞,37.533802,127.067918,141.27777777777777
자양4동주민센터앞,37.533632,127.067497,99.79166666666667
건대입구역6번출구,37.54082688,127.0672789,219.09166666666667
국민은행신자양지점,37.53573,127.067195,172.48888888888888
화양사거리,37.54723184,127.0670886,383.55913978494624
국민은행신자양지점,37.53557191,127.0668747,137.92777777777778
성수대우프레시아1차아파트,37.54529434,127.0659848,239.19444444444446
화양동현대아파트,37.54398276,127.0652402,73.94444444444444
성수사거리,37.54315851,127.0647766,295.6875
영동대교입구.성수사거리,37.54239913,127.0643414,87.75
노룬산시장앞,37.53680587,127.0629447,141.18333333333334
노룬산시장앞,37.53660675,127.0628993,145.82222222222222
노룬산시장,37.53950299,127.0626913,199.28518518518518
강변(동서울터미널),37.535095,127.094681,60830.07692307692
건대입구,37.540693,127.07023,80808.53846153847
건대입구,37.540693,127.07023,29648.30769230769
광나루(장신대),37.545303,127.10357,28373.23076923077
군자(능동),37.557121,127.079542,25890.884615384617
군자(능동),37.557121,127.079542,28050.115384615383
구의(광진구청),37.537077,127.085916,50763.0
아차산(어린이대공원후문),37.551691,127.089761,31975.423076923078
어린이대공원(세종대),37.548014,127.074658,39635.153846153844
자양(뚝섬한강공원),37.53154,127.066704,21779.423076923078
중곡,37.565923,127.08432,22013.46153846154
